filename,baseColour,articleType,season,gender
24504.jpg,2,1,0,0
41360.jpg,1,11,2,0
7670.jpg,1,18,2,0
55942.jpg,2,13,1,2
59360.jpg,8,12,2,2
56054.jpg,7,13,1,2
6130.jpg,3,15,2,1
37767.jpg,7,16,2,0
59541.jpg,4,13,2,2
57779.jpg,1,13,1,2
50743.jpg,2,4,3,0
3434.jpg,0,23,2,0
22101.jpg,0,4,0,0
43312.jpg,1,13,2,2
9808.jpg,1,16,0,0
25368.jpg,1,13,2,0
13381.jpg,1,4,0,0
58211.jpg,7,13,0,2
13862.jpg,1,16,0,0
47333.jpg,2,24,2,2
46170.jpg,0,13,2,2
14330.jpg,0,19,0,0
11262.jpg,2,22,0,0
23038.jpg,2,22,2,0
38366.jpg,0,24,2,0
41525.jpg,8,18,2,0
19020.jpg,4,10,3,2
45347.jpg,2,10,2,2
7422.jpg,8,21,2,2
7646.jpg,2,1,2,0
12016.jpg,8,16,0,0
55378.jpg,4,13,1,2
22693.jpg,0,19,2,0
45152.jpg,0,25,3,0
20938.jpg,0,0,3,0
47506.jpg,1,13,2,0
29532.jpg,6,25,3,2
8336.jpg,7,23,0,0
30619.jpg,0,23,2,0
55805.jpg,7,13,2,2
34138.jpg,2,24,2,0
38379.jpg,2,1,2,0
51060.jpg,6,13,2,2
50565.jpg,1,3,2,0
51909.jpg,7,13,2,2
40975.jpg,3,23,2,0
37996.jpg,0,1,2,0
38696.jpg,9,9,2,2
8525.jpg,0,13,2,1
22844.jpg,2,4,2,0
6549.jpg,3,23,2,2
10576.jpg,0,23,0,0
57411.jpg,0,3,3,2
4879.jpg,8,23,2,0
50877.jpg,6,13,2,2
48812.jpg,4,13,2,2
25577.jpg,0,19,2,0
17738.jpg,0,19,0,0
39930.jpg,2,13,0,1
9046.jpg,0,19,0,0
22149.jpg,0,15,0,0
13211.jpg,0,19,0,2
49005.jpg,4,13,2,2
57838.jpg,0,9,2,2
30325.jpg,0,23,2,0
25098.jpg,2,24,3,0
36989.jpg,7,13,2,2
46929.jpg,1,14,1,0
14736.jpg,8,16,0,0
51165.jpg,1,18,2,0
23668.jpg,0,13,0,0
18802.jpg,0,1,2,0
53386.jpg,3,4,0,1
28046.jpg,0,3,2,0
31298.jpg,0,23,2,0
6739.jpg,2,7,2,1
11116.jpg,0,16,0,0
33711.jpg,0,7,3,0
56365.jpg,4,13,1,0
44381.jpg,0,14,1,0
11860.jpg,1,7,0,0
10610.jpg,1,23,0,0
15925.jpg,0,0,0,1
7545.jpg,3,23,2,0
26706.jpg,8,15,0,0
2856.jpg,0,23,2,0
48405.jpg,0,23,2,0
26602.jpg,0,19,2,0
25124.jpg,4,13,3,2
42517.jpg,3,12,2,2
54980.jpg,0,5,2,2
46545.jpg,0,25,3,0
42215.jpg,3,21,2,2
38628.jpg,9,23,2,0
37236.jpg,2,24,2,0
13424.jpg,0,23,2,2
23182.jpg,1,16,0,0
23853.jpg,1,19,0,0
4156.jpg,8,19,2,0
28415.jpg,0,20,3,0
5421.jpg,8,23,2,0
12123.jpg,2,12,0,2
35420.jpg,8,19,1,1
10495.jpg,1,16,0,2
38769.jpg,1,23,2,2
20686.jpg,2,4,3,0
22935.jpg,7,25,3,2
34555.jpg,1,9,2,2
39838.jpg,0,23,2,0
20704.jpg,0,4,3,0
47446.jpg,0,6,2,2
6554.jpg,0,0,2,1
2882.jpg,0,10,3,2
15588.jpg,1,16,0,0
56034.jpg,2,13,1,2
24870.jpg,2,13,0,0
31047.jpg,1,16,3,0
55791.jpg,0,13,2,2
12508.jpg,2,4,3,0
41855.jpg,1,13,2,0
32867.jpg,0,0,1,1
39299.jpg,2,15,3,0
18848.jpg,1,23,0,0
40646.jpg,3,12,2,2
57480.jpg,8,4,2,0
45716.jpg,3,13,1,0
42699.jpg,4,6,3,2
9027.jpg,2,4,3,0
17196.jpg,1,13,3,0
56248.jpg,0,13,2,0
42834.jpg,0,9,2,2
43778.jpg,4,13,2,2
49228.jpg,2,18,2,0
9493.jpg,0,0,0,1
46256.jpg,0,21,2,2
2368.jpg,2,4,3,0
44058.jpg,4,14,1,0
44619.jpg,6,7,2,2
45872.jpg,0,25,3,0
3679.jpg,0,23,2,0
13758.jpg,3,16,0,0
7766.jpg,2,23,0,0
34081.jpg,2,4,2,0
59726.jpg,6,2,2,2
9398.jpg,0,19,0,0
21878.jpg,6,12,0,2
44518.jpg,0,15,2,0
33549.jpg,1,16,2,0
17019.jpg,2,6,0,2
27451.jpg,2,2,2,2
9452.jpg,7,16,0,0
15416.jpg,0,4,2,0
43737.jpg,4,13,2,2
18875.jpg,2,8,2,0
19328.jpg,7,13,0,0
3596.jpg,0,4,2,0
17960.jpg,0,15,0,0
30053.jpg,0,25,3,2
32396.jpg,1,16,2,2
2170.jpg,8,16,2,0
18023.jpg,8,1,3,2
13537.jpg,2,4,0,0
18297.jpg,5,12,0,2
38748.jpg,0,0,2,1
7141.jpg,4,13,0,2
32393.jpg,1,16,2,2
19098.jpg,2,12,0,2
26480.jpg,7,23,2,0
24846.jpg,0,13,2,0
17535.jpg,7,16,0,0
6577.jpg,7,23,2,0
2712.jpg,1,5,2,2
35697.jpg,8,4,2,0
49609.jpg,2,10,3,2
3322.jpg,1,23,2,0
9574.jpg,0,0,0,1
12535.jpg,0,23,0,0
38938.jpg,1,17,2,0
39888.jpg,8,19,2,2
34069.jpg,0,6,0,2
28269.jpg,1,13,1,0
56233.jpg,0,13,2,0
33167.jpg,1,21,2,2
56813.jpg,5,13,2,2
44955.jpg,0,13,1,0
36208.jpg,0,13,2,0
10292.jpg,2,10,2,2
30342.jpg,8,23,0,0
38585.jpg,0,23,2,2
7631.jpg,1,17,0,0
54144.jpg,2,10,3,2
16815.jpg,9,16,0,0
57617.jpg,8,13,1,2
32282.jpg,0,25,3,0
37148.jpg,0,23,2,0
14049.jpg,1,16,0,0
51170.jpg,0,18,2,0
20667.jpg,8,23,0,0
43687.jpg,7,21,2,2
30743.jpg,8,12,2,0
28794.jpg,1,11,2,0
6036.jpg,0,23,2,2
32177.jpg,0,7,2,0
48497.jpg,0,22,3,2
18213.jpg,0,13,0,0
47211.jpg,0,8,2,0
39782.jpg,8,16,2,0
39853.jpg,8,23,2,0
19385.jpg,0,13,2,0
8944.jpg,1,16,0,0
58209.jpg,5,13,0,2
45075.jpg,1,2,3,2
8413.jpg,0,23,0,0
34938.jpg,1,13,2,2
8864.jpg,2,16,0,0
27580.jpg,6,23,2,0
49692.jpg,7,13,2,0
49487.jpg,0,4,2,0
17001.jpg,6,6,3,2
58013.jpg,1,21,0,2
34763.jpg,7,9,2,2
7176.jpg,7,16,0,0
10269.jpg,7,6,3,2
48457.jpg,5,17,2,0
6371.jpg,1,19,2,0
19089.jpg,1,12,0,2
33388.jpg,7,24,2,2
28330.jpg,0,15,3,0
42682.jpg,8,12,2,2
45577.jpg,0,15,2,0
32545.jpg,7,14,1,2
22383.jpg,8,16,0,0
9484.jpg,0,0,0,1
36250.jpg,1,13,2,0
51994.jpg,2,13,2,2
2138.jpg,3,16,1,0
18523.jpg,0,13,0,0
10803.jpg,8,16,0,0
59903.jpg,5,13,0,2
19478.jpg,1,18,2,0
30331.jpg,0,23,2,0
12074.jpg,8,12,0,2
48629.jpg,4,13,2,2
56403.jpg,0,6,3,2
8768.jpg,1,20,3,1
2876.jpg,0,10,3,2
53113.jpg,0,23,2,0
31352.jpg,1,11,2,0
51425.jpg,9,16,2,0
23951.jpg,0,13,0,0
25787.jpg,7,13,2,0
30334.jpg,0,23,2,0
51012.jpg,8,2,2,2
17904.jpg,1,13,0,0
4293.jpg,0,23,2,0
37161.jpg,0,21,2,2
49558.jpg,4,9,2,2
18863.jpg,7,13,0,0
57576.jpg,6,13,1,2
30630.jpg,1,23,2,0
28061.jpg,0,3,3,0
28308.jpg,6,20,3,0
58284.jpg,4,13,2,2
48393.jpg,1,11,2,0
51439.jpg,0,21,2,2
34073.jpg,0,10,2,2
57244.jpg,2,9,2,2
59714.jpg,1,13,2,2
43461.jpg,0,13,2,2
9144.jpg,1,11,2,2
25423.jpg,0,19,2,0
45418.jpg,8,6,3,2
21988.jpg,0,9,3,2
16035.jpg,8,16,0,0
21672.jpg,0,25,3,0
31211.jpg,8,19,2,0
37489.jpg,0,25,3,2
33564.jpg,8,23,2,2
23593.jpg,2,13,1,0
7699.jpg,6,21,0,2
50892.jpg,7,13,0,2
15054.jpg,0,8,2,0
10598.jpg,1,16,0,2
8553.jpg,7,23,0,0
27059.jpg,0,9,2,2
31290.jpg,7,23,2,2
3698.jpg,9,23,2,2
17799.jpg,9,23,0,0
7673.jpg,3,18,2,2
27960.jpg,0,13,2,0
30160.jpg,2,24,2,0
47551.jpg,8,10,3,2
2149.jpg,8,23,1,0
45927.jpg,1,25,3,0
29981.jpg,1,13,3,2
28110.jpg,3,13,2,0
9684.jpg,0,13,0,0
32596.jpg,5,21,2,2
7669.jpg,8,23,0,0
30162.jpg,0,25,3,2
2886.jpg,2,6,3,2
10508.jpg,0,21,0,2
26781.jpg,1,13,1,0
7726.jpg,8,4,0,2
22361.jpg,1,13,2,0
7142.jpg,6,16,0,2
18001.jpg,0,13,2,2
17054.jpg,2,15,2,0
58893.jpg,0,13,2,0
38130.jpg,0,0,2,1
34466.jpg,7,0,2,2
55459.jpg,7,13,1,2
21974.jpg,3,9,3,2
30867.jpg,1,12,2,2
47255.jpg,0,3,2,0
11345.jpg,0,11,0,0
37322.jpg,7,25,3,2
29789.jpg,7,23,2,0
26411.jpg,7,16,2,0
35533.jpg,7,4,2,2
51352.jpg,1,11,2,2
18580.jpg,8,18,2,0
19153.jpg,7,23,2,0
19231.jpg,1,13,2,0
57185.jpg,3,13,2,2
13494.jpg,8,23,0,0
48539.jpg,2,1,2,0
54729.jpg,0,4,2,0
43356.jpg,0,19,2,2
14930.jpg,1,23,0,0
30775.jpg,8,12,2,0
17501.jpg,0,23,0,0
13714.jpg,0,13,0,0
23939.jpg,8,19,2,0
4793.jpg,3,23,2,0
52512.jpg,7,13,3,2
14035.jpg,7,16,0,0
50750.jpg,2,4,2,0
39978.jpg,2,4,2,0
7049.jpg,1,16,2,0
27186.jpg,0,22,2,0
36147.jpg,0,7,0,0
7160.jpg,6,13,0,2
17590.jpg,0,20,2,1
44655.jpg,7,16,3,2
24419.jpg,8,19,2,0
30644.jpg,1,23,2,0
35876.jpg,9,23,2,0
5699.jpg,0,4,3,0
3123.jpg,1,23,2,0
53328.jpg,5,13,2,0
46001.jpg,3,13,2,2
20065.jpg,0,1,0,2
39831.jpg,6,17,2,2
33903.jpg,8,25,2,0
48451.jpg,0,23,2,0
34731.jpg,9,9,2,2
9770.jpg,0,13,0,0
11258.jpg,0,21,0,2
47046.jpg,3,13,2,2
56171.jpg,1,13,1,2
32214.jpg,0,12,2,2
46288.jpg,9,13,2,2
47927.jpg,5,9,2,2
7139.jpg,7,16,0,2
37792.jpg,1,16,2,0
9867.jpg,0,23,0,0
35339.jpg,3,13,3,2
38198.jpg,0,20,3,1
8469.jpg,0,13,0,2
4045.jpg,8,19,2,0
36393.jpg,1,18,2,0
55506.jpg,6,13,1,2
26966.jpg,6,16,2,2
43519.jpg,1,21,2,2
19843.jpg,3,16,0,0
45869.jpg,2,25,3,0
13767.jpg,3,16,0,0
12442.jpg,2,24,0,0
7240.jpg,0,8,0,0
20017.jpg,7,16,0,0
52049.jpg,8,23,2,0
21612.jpg,5,2,2,2
12328.jpg,1,16,3,0
31728.jpg,6,13,3,2
44056.jpg,0,14,1,0
20568.jpg,2,9,3,2
3527.jpg,0,23,2,0
30796.jpg,7,16,2,0
57858.jpg,2,10,3,2
32969.jpg,1,23,2,0
1582.jpg,0,13,2,1
42423.jpg,8,12,2,2
50981.jpg,2,13,2,2
18233.jpg,7,23,0,0
50153.jpg,0,10,3,2
6713.jpg,1,23,2,0
33587.jpg,6,23,2,0
28659.jpg,0,19,2,0
22143.jpg,0,8,0,0
59178.jpg,2,4,2,0
26315.jpg,0,13,0,0
12615.jpg,7,23,0,0
40622.jpg,7,12,2,2
6112.jpg,1,23,2,0
45355.jpg,2,10,2,2
56498.jpg,7,13,1,2
17406.jpg,2,18,2,0
39377.jpg,0,25,3,2
7600.jpg,8,19,2,2
23470.jpg,0,13,3,0
36318.jpg,7,23,2,0
30948.jpg,7,21,2,2
52807.jpg,2,24,2,0
29277.jpg,1,16,2,2
35084.jpg,1,13,2,0
17640.jpg,0,13,0,1
44004.jpg,1,14,1,0
19119.jpg,3,7,0,1
25367.jpg,7,13,2,0
25950.jpg,5,13,2,2
40288.jpg,7,7,2,1
30756.jpg,3,12,2,0
42997.jpg,6,7,2,0
4973.jpg,9,16,2,0
36894.jpg,3,25,3,2
58537.jpg,0,20,3,0
45272.jpg,0,25,3,0
25074.jpg,0,13,3,0
7879.jpg,0,17,0,0
58539.jpg,0,20,3,0
18473.jpg,0,4,2,0
4143.jpg,8,4,2,0
5726.jpg,0,19,2,0
11248.jpg,5,22,0,0
13130.jpg,2,4,0,0
16290.jpg,9,23,0,0
25918.jpg,1,23,2,2
14389.jpg,2,10,3,2
8346.jpg,8,19,0,0
15335.jpg,1,17,2,0
49290.jpg,0,18,2,0
8264.jpg,0,0,0,1
5111.jpg,1,16,2,2
19740.jpg,3,13,2,2
45598.jpg,0,8,2,0
16063.jpg,3,22,0,0
19409.jpg,0,23,0,0
27027.jpg,1,17,2,2
10005.jpg,1,23,0,0
16870.jpg,3,20,3,2
53078.jpg,7,13,2,2
7630.jpg,2,1,2,0
21808.jpg,2,24,3,0
5919.jpg,8,4,2,2
57376.jpg,8,3,3,2
5149.jpg,8,23,2,2
14332.jpg,8,19,0,0
6701.jpg,1,23,2,0
8487.jpg,8,5,0,2
19637.jpg,0,21,2,2
33129.jpg,0,10,3,2
24380.jpg,6,12,0,2
42625.jpg,4,13,3,2
54106.jpg,0,10,3,2
16233.jpg,0,13,0,0
28525.jpg,0,23,2,0
2580.jpg,0,13,2,2
41865.jpg,1,15,2,0
28146.jpg,0,13,0,0
50851.jpg,7,13,0,2
30544.jpg,0,18,2,1
55534.jpg,8,13,1,2
20041.jpg,0,9,0,2
20168.jpg,0,16,0,0
18350.jpg,8,18,2,0
24975.jpg,1,21,2,2
19934.jpg,1,13,0,0
41453.jpg,8,4,0,0
7363.jpg,0,8,3,0
40572.jpg,1,12,2,2
25979.jpg,7,14,1,2
10381.jpg,1,16,0,0
6363.jpg,7,4,2,0
28188.jpg,4,20,3,0
20852.jpg,9,9,3,2
4619.jpg,8,21,2,2
57080.jpg,1,16,2,2
10992.jpg,6,23,0,0
43963.jpg,2,14,1,0
2719.jpg,1,22,2,0
15388.jpg,0,15,0,0
27933.jpg,7,16,2,2
3797.jpg,0,4,1,0
36389.jpg,0,18,2,0
16400.jpg,1,16,0,0
51583.jpg,1,13,2,2
52506.jpg,1,13,3,2
29823.jpg,7,16,2,0
20213.jpg,2,13,0,2
27372.jpg,3,23,0,0
58097.jpg,1,13,0,2
4388.jpg,3,23,2,0
36066.jpg,1,0,2,1
21812.jpg,2,24,3,0
7925.jpg,1,23,0,0
50462.jpg,1,3,2,0
54718.jpg,6,12,2,2
17730.jpg,0,4,0,0
23028.jpg,1,16,0,0
57210.jpg,1,13,0,2
8385.jpg,9,23,0,2
36403.jpg,3,18,2,0
48392.jpg,1,22,2,0
55802.jpg,8,13,2,2
19636.jpg,0,21,2,2
45566.jpg,0,13,1,0
58291.jpg,0,18,2,0
41571.jpg,7,5,2,2
54851.jpg,4,13,0,2
54008.jpg,2,9,2,2
50899.jpg,2,13,0,2
47412.jpg,9,9,0,2
18353.jpg,0,18,0,0
17052.jpg,0,15,1,0
7424.jpg,3,12,2,2
27998.jpg,0,3,2,0
23863.jpg,8,19,0,0
28303.jpg,4,20,3,0
36017.jpg,0,1,2,0
4011.jpg,0,13,2,1
8422.jpg,7,13,0,1
14767.jpg,8,16,0,0
3566.jpg,8,19,2,0
1879.jpg,7,23,3,0
4257.jpg,1,23,2,0
19601.jpg,5,21,0,2
6412.jpg,1,4,2,1
8646.jpg,9,20,3,0
21264.jpg,1,0,0,1
3348.jpg,0,23,2,0
39603.jpg,0,10,3,2
27586.jpg,8,23,2,0
34914.jpg,3,13,2,2
37061.jpg,6,1,2,2
19018.jpg,0,10,3,2
45803.jpg,4,10,0,2
4253.jpg,2,23,2,0
35568.jpg,0,8,2,0
26738.jpg,1,13,1,0
51976.jpg,7,13,2,2
42410.jpg,8,3,2,0
56452.jpg,4,13,1,2
3910.jpg,3,13,2,2
54905.jpg,2,23,2,0
25007.jpg,0,16,2,0
57145.jpg,0,21,2,2
26546.jpg,0,15,0,0
2058.jpg,7,23,3,0
6565.jpg,0,0,2,1
45629.jpg,0,3,2,0
6029.jpg,1,21,2,2
39195.jpg,4,10,3,2
55181.jpg,7,13,1,2
37918.jpg,5,21,2,2
7515.jpg,8,23,2,2
54390.jpg,0,24,2,2
18804.jpg,3,1,2,0
26116.jpg,1,16,2,0
28265.jpg,1,13,1,0
4240.jpg,3,23,2,0
37766.jpg,9,16,2,0
4245.jpg,1,23,2,0
4457.jpg,0,23,2,0
31304.jpg,1,16,2,0
15170.jpg,7,23,0,0
23300.jpg,3,15,0,0
53319.jpg,1,23,2,0
42869.jpg,0,9,2,2
22596.jpg,7,23,0,0
10345.jpg,0,23,0,0
22316.jpg,0,13,0,0
16354.jpg,8,16,0,0
24395.jpg,1,12,2,2
28959.jpg,8,12,2,2
2348.jpg,1,23,0,0
58458.jpg,7,23,2,0
34117.jpg,1,17,2,2
15895.jpg,7,7,0,2
8961.jpg,0,8,2,0
46910.jpg,0,11,2,0
24069.jpg,0,16,0,0
54570.jpg,7,12,2,2
57923.jpg,1,13,0,2
13019.jpg,7,10,3,2
53525.jpg,7,2,3,2
46984.jpg,0,9,2,2
25596.jpg,9,13,0,2
6483.jpg,0,8,3,0
55318.jpg,7,13,1,2
24679.jpg,2,1,3,2
16422.jpg,7,23,0,0
34650.jpg,0,19,2,2
24608.jpg,3,16,0,0
8215.jpg,0,19,2,0
30344.jpg,8,23,2,0
44646.jpg,0,13,2,2
19308.jpg,0,19,0,0
17894.jpg,7,13,2,0
54544.jpg,0,19,0,0
39305.jpg,5,4,3,0
26213.jpg,4,14,1,0
47004.jpg,3,12,2,2
57746.jpg,2,13,1,2
57494.jpg,2,4,2,0
31267.jpg,7,23,2,0
15783.jpg,2,3,2,0
23906.jpg,8,4,0,0
47409.jpg,6,24,2,2
47065.jpg,7,13,0,2
13790.jpg,1,23,0,0
7755.jpg,6,23,0,0
13883.jpg,6,16,0,0
15005.jpg,0,13,0,0
39290.jpg,2,4,3,0
27067.jpg,4,9,2,2
30352.jpg,7,23,2,0
9760.jpg,3,23,0,0
50391.jpg,4,25,3,2
55972.jpg,2,13,1,2
3693.jpg,8,19,2,0
29937.jpg,0,25,3,0
50727.jpg,5,4,3,0
10325.jpg,0,25,3,0
51880.jpg,0,24,2,2
20300.jpg,7,13,0,2
55875.jpg,2,13,1,2
28952.jpg,8,13,2,2
11085.jpg,3,16,0,0
57965.jpg,5,13,0,2
36436.jpg,2,4,2,0
9879.jpg,1,16,0,0
9395.jpg,0,19,0,0
18589.jpg,0,18,2,1
12101.jpg,7,12,0,2
20129.jpg,6,16,0,2
57651.jpg,2,13,1,2
50824.jpg,2,24,2,0
34341.jpg,6,23,2,0
27386.jpg,7,13,2,0
54664.jpg,4,25,3,0
4542.jpg,8,19,2,0
42925.jpg,0,24,2,2
50672.jpg,0,13,2,0
19537.jpg,1,13,2,0
58129.jpg,4,13,0,2
19423.jpg,8,23,2,0
11366.jpg,6,21,0,2
48038.jpg,4,25,3,0
6454.jpg,0,7,2,2
27513.jpg,5,3,3,2
12685.jpg,0,4,0,0
24367.jpg,3,12,0,2
51324.jpg,0,0,2,1
25263.jpg,2,9,2,2
51438.jpg,8,21,2,2
13854.jpg,6,16,0,0
18045.jpg,1,24,3,2
6151.jpg,8,4,2,0
49710.jpg,1,13,2,0
12288.jpg,0,22,0,0
10588.jpg,0,25,3,0
33322.jpg,1,16,2,0
47403.jpg,7,24,2,2
14521.jpg,7,16,0,0
44633.jpg,6,23,2,2
26624.jpg,6,19,2,2
7438.jpg,0,23,2,0
51810.jpg,0,13,2,2
30857.jpg,7,12,2,2
2197.jpg,8,19,0,0
4009.jpg,1,13,2,1
4615.jpg,0,9,3,1
48167.jpg,2,24,3,2
18418.jpg,8,19,0,2
47400.jpg,1,13,2,2
37602.jpg,7,23,2,2
54900.jpg,2,23,2,0
42692.jpg,0,6,3,2
27905.jpg,0,22,2,2
12028.jpg,0,16,0,0
14724.jpg,0,13,0,1
30463.jpg,7,2,2,2
4305.jpg,3,23,2,1
46338.jpg,0,19,2,0
11541.jpg,1,12,2,2
57783.jpg,4,13,1,2
13568.jpg,0,13,2,0
48942.jpg,4,13,2,2
1804.jpg,0,17,0,0
50471.jpg,1,3,2,0
57115.jpg,6,21,2,2
19320.jpg,7,0,0,1
28620.jpg,1,23,2,0
38681.jpg,1,24,3,2
28552.jpg,3,23,2,0
58059.jpg,4,13,0,2
49305.jpg,0,18,2,0
41475.jpg,0,8,3,0
26801.jpg,6,16,2,0
33386.jpg,6,9,2,2
38793.jpg,0,23,2,0
12721.jpg,0,15,0,1
28432.jpg,8,25,3,2
28148.jpg,0,13,2,0
40762.jpg,5,0,2,0
15919.jpg,1,0,0,1
33622.jpg,0,24,2,2
14110.jpg,1,13,0,0
42564.jpg,7,21,2,2
24295.jpg,0,18,2,0
54128.jpg,4,10,3,2
3915.jpg,7,23,2,0
22196.jpg,0,4,0,0
6496.jpg,0,23,2,0
49062.jpg,1,4,2,0
41776.jpg,3,21,2,2
59218.jpg,0,25,3,1
20160.jpg,0,16,0,0
20849.jpg,4,13,3,2
21354.jpg,4,20,3,2
57182.jpg,7,13,2,2
50319.jpg,7,13,2,0
41261.jpg,2,24,2,0
42839.jpg,2,9,2,2
12188.jpg,1,16,0,0
19788.jpg,3,23,3,0
43001.jpg,8,19,2,0
14888.jpg,2,9,2,2
6618.jpg,6,16,2,0
37220.jpg,8,16,2,0
15116.jpg,0,22,0,0
55850.jpg,9,13,1,2
36476.jpg,0,4,1,0
10708.jpg,0,23,0,0
34271.jpg,8,13,2,2
39535.jpg,8,2,2,2
4067.jpg,2,15,2,0
25354.jpg,7,3,2,0
19433.jpg,0,13,2,0
30636.jpg,1,17,2,2
17466.jpg,8,2,2,2
9402.jpg,8,19,0,2
56680.jpg,0,10,3,2
54807.jpg,1,9,3,2
47198.jpg,2,15,2,0
26930.jpg,6,21,2,2
11377.jpg,7,16,0,0
43483.jpg,7,16,2,0
34603.jpg,1,3,2,0
55180.jpg,7,13,1,2
22696.jpg,9,7,2,0
35085.jpg,1,13,2,0
50966.jpg,1,2,2,2
59904.jpg,7,13,0,2
28947.jpg,8,12,2,2
52877.jpg,8,13,0,2
53616.jpg,0,25,3,0
9166.jpg,1,11,0,0
59780.jpg,4,13,3,2
22475.jpg,3,23,0,0
28908.jpg,7,12,2,2
51944.jpg,2,13,2,1
4433.jpg,8,23,2,0
20951.jpg,7,15,0,0
18698.jpg,0,3,2,0
15706.jpg,8,18,0,1
26026.jpg,7,14,1,2
7791.jpg,3,23,0,0
29209.jpg,0,18,0,0
13406.jpg,0,16,2,0
45425.jpg,0,6,3,2
59028.jpg,7,10,3,2
53034.jpg,5,13,0,2
54909.jpg,3,23,1,0
53132.jpg,0,10,3,2
58950.jpg,0,13,1,2
53508.jpg,8,2,3,2
52313.jpg,5,13,3,2
26597.jpg,0,19,2,0
19271.jpg,4,25,3,0
4681.jpg,1,0,2,1
7406.jpg,0,8,3,0
53625.jpg,0,25,3,0
23786.jpg,1,20,3,2
23205.jpg,1,16,0,0
23543.jpg,0,14,1,0
46114.jpg,0,4,2,0
4399.jpg,0,23,2,0
28587.jpg,2,24,2,0
50682.jpg,0,13,2,0
3421.jpg,8,23,2,0
10863.jpg,1,23,0,0
43059.jpg,1,23,2,0
54572.jpg,7,12,2,2
39304.jpg,3,4,3,0
32584.jpg,9,21,2,2
53817.jpg,8,13,0,2
38543.jpg,8,4,2,0
14944.jpg,1,23,0,0
33864.jpg,1,15,2,0
16619.jpg,1,16,0,0
22624.jpg,8,23,0,0
48422.jpg,8,23,2,0
41595.jpg,2,16,2,0
7183.jpg,1,21,0,2
40519.jpg,0,25,3,0
54177.jpg,9,9,2,2
54146.jpg,0,21,2,2
21382.jpg,8,17,0,0
24480.jpg,0,8,3,0
53528.jpg,7,3,3,2
30730.jpg,6,13,2,2
32948.jpg,8,4,2,0
33778.jpg,8,18,2,1
10007.jpg,8,23,0,2
3580.jpg,2,4,2,0
30615.jpg,0,13,2,0
35658.jpg,0,4,2,0
28230.jpg,0,13,1,0
31716.jpg,4,13,3,2
56061.jpg,6,13,1,2
10064.jpg,9,23,0,0
9942.jpg,7,23,0,0
39003.jpg,8,23,2,0
21928.jpg,6,12,0,2
57308.jpg,0,10,3,2
17200.jpg,7,13,3,0
3701.jpg,0,23,2,2
9992.jpg,1,13,0,0
38822.jpg,7,21,2,2
45288.jpg,0,25,3,2
26807.jpg,0,22,2,0
42557.jpg,8,12,2,2
19522.jpg,1,13,0,0
14873.jpg,6,13,2,2
52190.jpg,4,13,0,2
57919.jpg,8,18,2,0
39889.jpg,8,19,2,0
36729.jpg,7,21,2,2
20384.jpg,1,23,0,0
55958.jpg,2,13,1,2
40575.jpg,8,12,2,2
40536.jpg,0,25,3,2
50975.jpg,0,2,2,2
45561.jpg,7,21,3,2
15570.jpg,8,23,0,0
43395.jpg,1,24,2,0
59685.jpg,0,3,2,2
19148.jpg,1,23,2,0
39164.jpg,2,12,2,2
50445.jpg,1,3,2,0
39651.jpg,8,19,2,0
36730.jpg,1,21,2,2
13675.jpg,0,19,0,0
28043.jpg,0,3,2,0
47139.jpg,7,9,2,2
6405.jpg,2,15,2,0
58310.jpg,0,18,2,0
13227.jpg,2,23,0,0
37207.jpg,1,13,2,2
31591.jpg,8,23,2,0
25602.jpg,3,13,0,2
7306.jpg,8,5,2,2
28111.jpg,8,13,2,0
22953.jpg,0,19,2,0
50722.jpg,7,5,2,2
43562.jpg,8,18,2,0
34016.jpg,7,21,2,2
51604.jpg,1,11,0,2
7728.jpg,8,4,0,2
34250.jpg,0,17,2,0
11781.jpg,1,23,0,0
13508.jpg,0,23,0,0
53436.jpg,8,19,2,0
2590.jpg,1,13,2,2
42871.jpg,7,13,2,2
14352.jpg,1,6,3,2
8817.jpg,8,16,0,0
3019.jpg,8,23,2,0
40689.jpg,2,8,2,0
42250.jpg,0,21,2,2
37902.jpg,0,14,1,0
6951.jpg,1,23,0,0
5848.jpg,0,23,2,0
44985.jpg,0,25,3,2
34899.jpg,3,9,2,2
8446.jpg,0,21,0,2
15468.jpg,1,23,0,0
53795.jpg,0,23,2,0
48070.jpg,8,23,2,0
40661.jpg,5,12,2,2
13071.jpg,0,4,0,0
22765.jpg,1,12,0,2
51675.jpg,4,20,3,0
49914.jpg,0,25,3,0
28883.jpg,0,3,2,2
8444.jpg,3,23,0,2
3788.jpg,8,23,2,0
8815.jpg,0,16,0,0
17617.jpg,3,21,0,2
46583.jpg,0,6,3,2
11759.jpg,0,21,2,2
17760.jpg,0,8,3,0
17288.jpg,7,23,0,0
24174.jpg,1,13,0,2
36466.jpg,8,4,1,0
54561.jpg,3,13,2,2
3572.jpg,0,23,2,0
11646.jpg,8,25,3,0
17271.jpg,0,23,0,0
58222.jpg,1,11,2,2
30303.jpg,8,23,2,0
52456.jpg,8,13,3,2
44945.jpg,1,22,2,2
2048.jpg,0,23,0,0
55240.jpg,5,13,1,2
15658.jpg,1,13,3,1
22975.jpg,0,19,0,2
33021.jpg,8,12,2,2
22944.jpg,0,25,3,1
59250.jpg,0,25,3,0
